title,overview
Paul Ryder: Happy Mondays bassist and Shaun's brother dies at 58,"His brother, singer Shaun, and other bandmates pay tribute to him as a ""true pioneer and legend""."
The Papers: 'Meltdown' amid heat warning and Liz's 'tax boost',Many of Saturday's papers lead on the extremely hot temperatures that are predicted for next week.
The next PM: The first debate in 90 seconds,The five candidates hoping to be the next Tory leader faced off in front of a studio audience.
China heatwave: Shanghai workers swelter in 40C heat,Shanghai is one of dozens of cities across the country to issue extreme weather warnings.
Week in pictures: 9 - 15 July 2022,"A selection of powerful images from all over the globe, taken in the past seven days."
"'Stress can't fly, that's just how it is'",A paramotoring pilot says he wants to help more ex-soldiers to get into the sport.
Jenin in the West Bank: Guns and grief on the rise,Tom Bateman meets the militants Israel is trying to stop with raids in the flashpoint camp of Jenin.
Queen makes surprise visit to open new Maidenhead hospice,The Queen visits Maidenhead to officially open the new Thames Hospice centre.
Why is everyone going on strike?,"Thousands of workers have gone on strike or threatened to this summer, risking widespread disruption."
How do the rich and famous protect their homes?,As a man is jailed for a burglary at ex-footballer Ashley Cole's home - how are celebrities protecting their property?
Brenda Venables: The 40-year mystery of the missing farmer's wife,How the decades-old evidence of David Venables' secret mistress helped convict him of murder.
Covid-19 in the UK,Explore the data on coronavirus in the UK.
Sri Lanka: Is a push for organic behind the country's unrest?,"Social-media users are blaming the political crisis on ""elitist green policies"". What is the truth?"
â€˜I thought being black meant I couldnâ€™t get skin cancerâ€™,One woman warns others to learn from her mistakes and use sunscreen.
Ukraine war: Four-year-old Liza killed by Russian attack on Vinnytsia,"Liza was one of three children killed in the attack on Vinnytsia, far from the front line."
Train strikes: When are they and what are the disputes about?,Train drivers and rail workers will go on strike in July and August.
The Open: Tiger Woods misses cut as Cameron Smith leads 150th Championship at St Andrews,Cameron Smith sets the pace on day two of the 150th Open Championship as Tiger Woods misses the halfway cut amid emotional scenes on the Old Course.
The Open: Tiger Woods bid his St Andrews farewell after missing cut,"Emotion in the galleries and on the course as Tiger Woods bids farewell to St Andrews, but not to the Open Championship."
Euro 2022: Watch all of the angles of Alessia Russo's 'wow goal' against Northern Ireland,"Alessia Russo executes a superb turn and scores an ""absolutely brilliant"" goal to put England 4-0 up against Northern Ireland at St Mary's Stadium."
World Athletics Championships: GB's Holly Bradshaw suffers snapped pole during warm-up,"Watch as Holly Bradshaw's pole snapped as the GB athlete practiced ahead of pole vault qualification at the World Athletics Championships in Oregon, USA."
England v South Africa: Sophia Dunkley ton leads hosts to convincing win in second ODI,Sophia Dunkley hits her maiden international century as England beat South Africa by 114 runs in the second ODI in Bristol.
"T20 Blast Finals Day: Yorkshire, Lancashire, Hampshire and Somerset bid for title","Yorkshire, Lancashire, Hampshire and Somerset line up in what promises to be the most exciting T20 Blast Finals day ever."
Euro 2022: Northern Ireland underdog story inspires young footballers,Young footballers in the country say seeing their new heroes on a big stage has been a game-changer.
Austria 1-0 Norway: Two-time tournament winners out of Euro 2022,"Norway failed to reach the European Championship knockout stages for the second tournament in succession after being beaten by Austria,."
Euro 2022: Have France gone from ticking time bomb to united?,"France are through to the Euro 2022 knockouts with a game to spare, so are they now united in pursuit of a first major women's tournament title?"
Rishi Sunak: Former chancellor leading the pack,"A profile of the former chancellor, who has launched a bid to be the next prime minister."
Penny Mordaunt: Brexiteer and grassroots favourite,"A profile of the former defence secretary now gunning for the top job, and her policies for government."
Liz Truss: Fast-track career of foreign secretary,"A profile of Liz Truss, who is bidding to be the next Tory leader and prime minister."
Kemi Badenoch: Anti-woke campaigner making waves,"Profile of the former equalities campaigner, who has been the surprise package of the Tory leadership race."
Tom Tugendhat: From wars in Iraq and Afghanistan to front line at Westminster,A profile of the former soldier now bidding to be Conservative leader and prime minister.
Who will replace Boris Johnson?,Five Tory MPs remain in the contest to become the next party leader and prime minister - but who are they?
Why it is so hot - in under 60 seconds,A heatwave is sweeping across Europe and scorching temperatures are expected in the UK next week.
Watch out for heat exhaustion and heatstroke,Know the signs and what to do if someone is unwell in hot weather.
Rail passengers told to avoid travel in heatwave,"Network Rail says people should only travel if necessary, and services could be delayed or cancelled"
"Is the UK getting hotter, and what causes heatwaves?",The Met Office says heatwaves are now far more likely to occur than they were in the 18th century.
"Europe heatwave: Thousands escape wildfires in France, Spain and Greece","Residents and visitors flee towns and villages in France, Spain and Greece as high winds fan fires."
Morocco wildfires: Toxic smoke and raging blazes,Scorching temperatures and drought feed fires in the north of the country.
Hot weather: Amber heat warning in place as country braces for record temperatures,An amber extreme heat warning begins in England ahead of Monday and Tuesday's red alert.
Europe heatwave: Deadly wildfires spread in Mediterranean,A firefighting pilot dies in Portugal and a big fire spreads near Spain's Costa del Sol.
Greece aircraft crash: Footage shows cargo plane on fire before hitting ground,"Greek officials are treating the Antonov-12 plane's cargo as potentially dangerous, reports say."
Ryan Jones: Ex-Wales captain reveals early onset dementia diagnosis,Wales' Grand Slam winning captain Ryan Jones has revealed he has been diagnosed with early onset dementia.
"Boy, three, dies after farm tractor crash in Bury","The child dies despite his family flagging down an ambulance while driving to a hospital, police say."
Camilla: New photo released to mark Duchess of Cornwall's 75th birthday,"It was taken last month by photographer Chris Jackson at Raymill, the duchess's home in Wiltshire."
Sri Lanka: 'I've spent 10 days in line for petrol',Drivers in the crisis-hit nation tell of their mammoth waits amid a worsening fuel emergency.
Saudi Arabia: The significance of Biden's fist bump with crown prince,A photograph of Joe Biden and Mohammed bin Salman fist-bumping has gone viral - will their meeting be remembered for more?
"Conservative Party leadership: I'd tackle inflation before cutting tax, says Sunak",Tax policy has become a major dividing line between the candidates to become new prime minister.
Missile strike on Ukraine space plant in Dnipro kills three,Russia says the famous space rocket and satellite factory was used to produce parts for missiles.
Edinburgh Airport suspends helpline over baggage backlog abuse,Edinburgh Airport says some passengers have been abusing staff about their missing luggage.
Ukraine space plant hit and US wants more Saudi oil - round-up,"Russian missiles kill three people in Dnipro, and Joe Biden wants Saudi Arabia to open the oil taps."
Disabled TfW rail passenger told to sit by train doors,Cameron Wood says he was left feeling travel sick and unsafe during two trips on trains in Wales.
The Papers: Sunak vows to 'ditch EU laws' and 'Europe burns',The Sunday papers feature coverage of the Tory leadership contest and this week's extreme weather.
UK heatwave: The unusual things happening because of the heat,The Met Office has issued a red weather alert for extreme heat while temperatures could reach new highs.
Bear photography takes great-grandmother round the world,"Since getting divorced in her 60s, Jenny Hibbert has taken her camera to the Arctic and Mongolia."
Woman had smear test every day to help its discovery,The love story behind the invention of the Pap smear test.
How did a captain survive? - The mysterious death of 21 men on a Spanish fishing boat,"Only three people survived, including the captain and his nephew, when a Galician fishing boat sank."
TikTok Trucker Tim inspiring new lorry drivers,A lorry driver says his TikTok videos has prompted lots of viewers to start training to do the job.
Cost of living: University students 'priced out' of graduation,"A cap and gown, photos and extra tickets can cost Â£145, before factoring in hotels and travel."
Ukraine War: The Donbas body collector who has lost count,"For those on the front line of Russia's war in Ukraine, the personal toll is unbearable."
Ethiopia's Tigray conflict: The beauty queen who risked her life to reach the UK,"Selamawit Teklay fled conflict in Ethiopia, but advises others not to risk crossing the English Channel."
Tory leadership race: Stakes high as debate exposes rifts,"The TV debate between rivals for the Tory leadership is showing up divisions, the BBC's Nick Eardley explains."
Farnborough Airshow: Aerospace deals set to fly,"Airbus and Boeing go head to head for deals as sustainability takes centre stage, while defence firms focus on the Ukraine effect."
The Open: Rory McIlroy and Viktor Hovland share lead at St Andrews after third round,Rory McIlroy and Viktor Hovland take a four-shot lead into the final round of the 150th Open Championship after a scintillating duel over the Old Course.
Argentina 34-31 Scotland: Tourists undone as Pumas fight back for series win,Scotland surrender a 15-point lead as Argentina fight back to seal a series-clinching win in Santiago del Estero.
World Athletics Championships: Dina Asher-Smith wins 100m heat in 10.84 seconds,Dina Asher Smith wins her 100m heat at the World Championships in 10.84 seconds - the second-fastest time of her career - as British team-mate Daryll Neita also progresses in a season's best 10.95 seconds.
The Open: Rory McIlroy takes lead with 'glorious' eagle shot from bunker,"Watch Rory McIlroy eagle the 10th hole with a ""glorious"" chip out of the bunker to move him to the top of The Open leaderboard at St Andrews."
T20 Blast Finals Day: Hampshire beat Lancashire in double final-ball thriller to win for third time,Hampshire beat Lancashire by one run after a final-ball no-ball to win theT20 Blast for the third time.
"World Athletics Championships: Ethiopia's Letesenbet Gidey wins 10,000m gold","Ethiopia's Letesenbet Gidey holds on to win gold in the women's 10,000m at the World Championships in Oregon."
Finland 0-3 Germany: Eight-time European champions impress again at Euro 2022 with dominant win,Eight-time European champions Germany end their Euro 2022 Group B campaign in style with a dominant win over Finland at Stadium MK.
Denmark 0-1 Spain: Late winner sees Spain set up quarter-final with England,Spain set up a quarter-final with England in the European Women's Championship as a late victory over Denmark is enough to see them progress from the group stage.
UK heatwave: Country may have hottest day on record with 41C forecast,"The Met Office has issued a red warning in England, with amber warnings in Scotland and Wales."
Ukraine war: Zelensky fires security chief and top prosecutor,The Ukrainian president says there have been cases of treason in the two powerful agencies.
Tory leadership: Rivals get personal in latest TV debate,"Liz Truss clashes with Rishi Sunak over tax, with trans issues and Brexit among other flashpoints."
Chris Mason: Conservative leadership TV debate turns colleagues into opponents,The exchanges between five remaining Tory leadership hopefuls were a chance for renewal and combat.
Ghana confirms first cases of deadly Marburg virus,"Two patients in the West African nation have died recently of the Ebola-like virus, officials say."
Bennifer: Ben Affleck and Jennifer Lopez marry in Las Vegas,"Ben Affleck and Jennifer Lopez marry in Las Vegas, 17 years after ending their first engagement."
Union calls for heat limit law in workplaces,The GMB union says workers need protection as a red warning for extreme heat in parts of England begins.
Heatwave: More evacuations as Mediterranean wildfires spread,"Wildfires force France to evacuate some 14,000 people, as Spain, Croatia and Greece are also hit."
"Rwanda migrant scheme: No evidence that UK policy deters migrants, say MPs","The UK wants to send migrants who arrive in small boats to Rwanda, but none has been sent yet."
"Rugby player Ricky Bibey, 40, found dead in Italy - reports",The former rugby league player is named in Italian media as the Briton found dead in Florence on Saturday.
M&S scraps 'best before' dates on fruit and veg to cut food waste,The High Street giant becomes the latest food retailer to take action to stop food being binned at home.
Texas shooting: Uvalde report finds 'systemic failures' by authorities,"Officers showed a lack of leadership and urgency in their response to the shooting, a report finds."
Bury tractor crash: Mum's tribute to 'sunshine boy' who died,"The mother of a three-year-old who died after a collision on a farm says he ""brought so much light""."
The Papers: 'Meltdown Monday' and 'Race for No10 gets personal',This week's forecast of extremely hot weather features on a number of today's newspaper front pages.
Alaa Abdel Fattah: 'My brother's certain he won't come out of Egypt prison alive',British-Egyptian activist Alaa Abdel Fattah has been on hunger strike in an Egyptian jail for more than 100 days.
Harrison McDonald: The 16-year-old DJ juggling gigs and GCSEs,"""It was like chalk and cheese,"" says Harrison McDonald, on starting his day with a chemistry exam and ending at a Paris gig."
"Cutting UK taxes now would be a mistake, says IMF","Tax cuts could be misguided and might boost inflation by strengthening spending, a top IMF official says."
'That is it from us here on Sunday Morning' - Sophie Raworth ends her last show,"Sophie Raworth ends the programme saying she never expected to cover such ""extraordinary times""."
Calls for childcare costs in the UK to be overhauled,"The average cost of a full-time nursery place for a two-year-old is just under Â£14,000."
Bear photography takes great-grandmother round the world,"Since getting divorced in her 60s, Jenny Hibbert has taken her camera to the Arctic and Mongolia."
Ukraine war: The fight to rescue our adopted children,A Ukrainian foster family who were separated when Russia invaded spent months trying to reunite.
Why Bollywood is struggling to beat pandemic blues,"Several big-ticket films in 2022 have failed at the box office, leaving producers confused."
Sri Lanka crisis is a warning to other Asian nations,"Rising interest rates are making debt repayment costlier, putting Asian emerging markets at risk of default."
Kenya election: Taking on the sexist bullies to stand,"Wavinya Ndeti says some voters ""see women as the weaker sex"", as she campaigns to become a governor."
'I'm embarrassed I didn't know about the menopause',"A husband feels able to support his wife through the menopause, now he has learned more about it."
The Open: Cameron Smith holds off Cameron Young & Rory McIlroy at St Andrews,"Cameron Smith stuns St Andrews by snatching the 150th Open by one stroke from Cameron Young, as overnight leader Rory McIlroy finishes third."
England v India: Rishabh Pant & Hardik Pandya seal series win,Rishabh Pant and Hardik Pandya carry India to a five-wicket victory over England in the deciding one-day international at Old Trafford.
World Athletics Championships: Katarina Johnson-Thompson seventh after three heptathlon events,Great Britain's Katarina Johnson-Thompson is in seventh place after three events as she tries to retain her heptathlon world title in Oregon.
The Open: Champion Cameron Smith declines to rule out move to LIV Golf series,Cameron Smith does not rule out joining the controversial Saudi-funded LIV Golf series after winning his first Open title.
The Open 2022: How Cameron Smith won The Open at St Andrews,Cameron Smith completes a 'flawless round of golf' to overhaul overnight leader Rory McIlroy and win the 150th Open Championship at St Andrews.
"England v India, third ODI: Pant hits five fours in a row to finish off England",Rishabh Pant smashes David Willey for five fours in a row as India beat England by five wickets.
Europe heatwave: Extreme temperatures grip region,BBC weather forecaster Ben Rich explains what is driving the ferocious heat across many parts of Europe.
Heatwave: Are wildfires happening more often?,Wildfires have been burning from Alaska to Greece this month - are they becoming more common?
Euro 2022: Who needs what to qualify for quarter-finals?,Which nations are likely to join England in the quarter-finals of Euro 2022?
Euro 2022: Behind the scenes in England's camp,"Listening to ABBA, basketball competitions, watching Love Island and a 'Diary Room' - inside England's Euro 2022 camp."
Switzerland 1-4 Netherlands: Defending champions win to reach Euro 2022 quarter-final,The Netherlands set up an enticing Euros 2022 quarter-final with France as the defending champions beat Switzerland to finish second in Group C.
Sweden 5-0 Portugal: Man City's Filippa Angeldal scores two in easy win for Swedes,Ruthless Sweden score three times in the first half to march into the quarter-finals of Euro 2022 and end Portugal's interest in the tournament.
UK heatwave: Hottest day on record likely with highs of up to 42C,Extreme heat warnings are in force as health and transport systems struggle to cope with rising temperatures.
â€˜Itâ€™s like an ovenâ€™: Life in Britainâ€™s hottest neighbourhoods,"Exclusive BBC analysis shows that millions of people live in heat hotspots, and deprived areas are those most affected."
"Rishi Sunak tops Tory leadership poll, as Tom Tugendhat out of race","Penny Mordaunt holds on to second spot in the leadership contest, with Liz Truss still in third place."
Heatwave: Ferocious European heat heads north,Several countries are likely to see their hottest ever days as the heatwave moves north.
Public sector pay: Millions of workers await deal decision,"NHS staff, teachers, police and the armed forces are to find out details of this year's wage rise."
Wedding laws need biggest shake-up since 19th Century - report,Recommendations being put to ministers aim to give couples more choice about where to get married.
Inflation will be brought under control - Zahawi,"The government will deliver ""sound public finances"", the new chancellor will say in a speech."
Government urged to fix touring 'crisis' in Europe,"MPs ask the government to appoint a touring Tsar to remove the ""mountain of red tape"" facing bands."
Armed 'hero' stopped mass shooter at Indiana mall,"Elisjsha Dicken, 22, gestured to other shoppers to flee ""as he engaged and closed in on the suspect"", say police."
Russia's independent TV Rain channel back on air from abroad,The channel was forced to close in March over its coverage of the war in Ukraine.
Worrying number of slim children dieting,"Slimming attempts have shot up and not just among those who are overweight, a study in England suggests."
Anti-drone laser weapon hub to be created in Scotland,Defence giant Raytheon plans a centre of excellence in high-energy laser weapons in Livingston.
BBC 100: Corporation opens archives to public to mark centenary,Sir David Attenborough is among the familiar faces who will be seen among the new-look BBC Rewind.
The Papers: 'Earth sends a warning' and Tory race 'wide open',The extreme heat gripping Britain and the latest from the race to replace Boris Johnson lead the papers
Price rises: Why a simple lunch is costing more in Asia-Pacific,"From Singapore, to Seoul, to Sydney - how the cost of living affects lunch hour."
Did Prince Harry just slam US Supreme Court on abortion?,"At the UN, Prince Harry laments the ""rolling back of constitutional rights"" in his adopted home."
Radical pop art sculptor Claes Oldenburg dies at 93,The Swedish-born artist famous for making giant works of everyday objects dies in New York City.
UK heatwave: An even hotter day on Tuesday,"BBC Weather's Matt Taylor takes a look at the scale of the heatwave, with over 40C possible on Tuesday."
In pictures: Hot weather sweeps across UK,Images from around the country on the day temperatures are forecast to reach record levels.
T-levels: Calls to preserve BTecs despite new qualification,Campaigners are calling on the government to reverse plans to withdraw funding for qualifications such as BTecs.
European bison arrive near Canterbury to manage woodland,The bisons' grazing will clear spaces for other plants and animals to thrive in the woods at Blean.
Why did MI5 name Christine Lee as an 'agent of influence'?,UK security services described Christine Lee as an â€œagent of influenceâ€ working for the Chinese Communist Party.
Chris Mason: Sunak ahead but Tory race still very much on,What can we expect as MPs go into a fourth round of voting for a new party leader and prime minister?
Will the Parkland gunman get the death penalty?,"While 27 states still allow for the death penalty, the number of executions in the US has fallen."
What is the Marburg virus and how can it be avoided?,"Two people in Ghana have died from the infectious Marburg virus, raising fears of a mass outbreak.."
The country where having a pet could soon land you in jail,Iran's parliament is considering a bill that would severely restrict ownership of domestic animals.
T in the Park: The rise and fall of Scotland's biggest music festival,A new eight-part BBC Sounds podcast charts the highs and lows of Scotland's biggest music festival.
Aerospace charts a future without jet fuel,Electric and hybrid aircraft are under development which could cut the need for jet fuel.
England v South Africa: Tammy Beaumont century helps hosts to comfortable win in third ODI,A brilliant century from Tammy Beaumont helps England to a dominant 109-run win in the third one-day international against South Africa.
Ben Stokes: England all-rounder to retire from one-day internationals,England's Ben Stokes will retire from one-day international cricket after Tuesday's series opener against South Africa in Durham.
World Athletics Championships: Adrianna Sulek's bizarre javelin run-up,Poland's Adrianna Sulek displays her unique javelin run-up during the heptathlon at the World Athletics Championships.
England women v South Africa women: Brilliant Tammy Beaumont hits flurry of fours to reach ton,"England batter Tammy Beaumont puts on a ""dominant display"" hitting three fours in an over against South Africa before bringing up her century in the third ODI in Leicester."
Euro 2022: Melvine Malard puts France ahead against Iceland inside a minute,France forward Melvine Malard coolly puts her side 1-0 up against Iceland in the first minute of their Euro 2022 Group D match at the New York Stadium.
Heatwave: How to keep your home cool,"With temperatures rising, how can you stop your home overheating?"
Heatwaves: What do they do to the body and who is at risk?,What impact do high temperatures have on our bodies?
Heatwave: Should schools close - and other questions,BBC experts answer your heatwave questions.
UK heatwave: How do temperatures compare with 1976?,People have been comparing the current temperatures with 1976 heatwave. What does the evidence show?
What are the heat exhaustion and heat stroke symptoms?,Know the signs and what to do if someone is unwell in hot weather.
UK weather: How to keep pets cool in hot weather,"From dogs and cats, to fish and lizards, we've been getting some advice on looking after your pets during the hot and sunny weather."
How to keep cool and carry on in a heatwave,"With temperatures set to soar this week, how can the UK keep cool and carry on?"
Iceland 1-1 France: Iceland out despite France draw,Iceland see their Euro 2022 tournament come to an end as a draw with already-qualified France means they fail to reach the knockout stage.
Italy 0-1 Belgium: Tine de Caigny hits winner to send Red Flames through,Belgium reach the quarter-finals of the European Women's Championship for the first time after overcoming Italy in a tense Group D finale at the Academy Stadium.
Euro 2022: Why England are team to fear at tournament,England reached the quarter-finals of Euro 2022 in impressive style and this is why no-one will want to play them...
Heatwave: Fires blaze after UK passes 40C for first time,A record of 40.3C is set in Lincolnshire - and major incidents are declared in several areas.
Fires blaze across London and south-east England,The London Fire Brigade declares a major incident after a number of fires break out across the capital.
Tory leadership: MPs to hold final vote before run-off,Conservative MPs will decide on the two candidates to be put to a ballot of party members.
Children in care are being illegally placed in caravans and boats,A BBC News investigation finds scores of children are being illegally placed in unregulated homes.
EuroMillions: UK ticket-holder wins record Â£195m jackpot,A lucky ticket-holder matches seven numbers to become the biggest National Lottery winner of all time.
Snakebites becoming more common in the UK,It is linked to a rise in exotic pet ownership and some of those bitten include teens and small children.
Women's health: Mandatory training for all new doctors,The government says its new strategy will make it easier for women to access tailored care.
Netflix loses almost a million subscribers,Season four of the hit series Stranger Things may have helped to stem the exodus of Netflix customers.
Public sector pay: Police and most NHS staff get below-inflation rises,The government unveils pay deals for public sector workers as inflation eats into salaries.
Sri Lanka: Parliament to vote for new president amid crisis,Acting President Ranil Wickremesinghe is the frontrunner - but deeply unpopular with the public.
Ukraine war: Russia plans to annex Ukrainian land - US,"Washington says Russia plans to use the Crimean ""playbook"" to take over more Ukrainian territory."
"Bigger interest rate hikes on the table, says Bank boss","The Bank could raise rates by 0.5% at its next meeting in August, its boss Andrew Bailey said."
Commonwealth Games: Duran Duran to headline opening ceremony in Birmingham,The band will perform at the opening ceremony in their hometown of Birmingham later this month
The Papers: 'Britain burning' and 'Truss closing on Mordaunt',Record temperatures in the UK and the narrowing race to be the next Tory leader lead the papers
Kyiv apartment residents hope to repair Russian rocket damage,"They are raising funds to repair their block, which was one of the first civilian targets hit by a Russian rocket."
Shanghai Covid lockdown: The struggle of blind massage therapists,Blind massage therapists say the lockdown and lack of government support are making life difficult.
'I looked at the prices in London... and chose Leeds',"Morten Toft Tech, founder of Meatless Farm, which makes plant-based meat alternative food, shares his business advice."
Yong-Chin Marika Breslin: The Glow Up star done with fitting in,The 25-year-old recently won BBC Three's Glow Up show with a series of bold and striking designs.
Extreme weather: What is it and how is it connected to climate change?,"Heatwaves, wildfires, floods and droughts highlight how extreme weather is linked to climate change."
Tory leadership: Real jeopardy about who will be Wednesday's winners,Votes are fluid and it's all to play for in the battle to pick who could end up leading party and country.
Netflix: Why some viewers are unsubscribing and switching off,The dominance of the world's biggest streaming platform could be starting to weaken.
Who will replace Boris Johnson?,Three Tory MPs remain in the contest to become the next party leader and prime minister - but who are they?
Why do companies get involved in social issues?,Firms are getting more vocal on social issues but why now and what do customers and employees want?
"Self Esteem: The bigger I get, the more threatening I become",Singer Rebecca Lucy Taylor says she's surprised her anthems of self-empowerment are seen as radical.
London Olympics: Residents 'betrayed' over housing promise,Why have working-class Londoners largely failed to benefit from the legacy of the 2012 Olympics?
Sri Lanka presidential elections: Why India matters to the island nation's political future,How Sri Lankans view India might be changing as the country grapples with political and economic chaos.
England v South Africa: Cricket dealt serious warnings during Chester-le-Street match,Cricket is dealt two serious warnings about its future during Tuesday's sweltering one-day international between England and South Africa.
Robert Lewandowski: Poland striker completes move from Bayern Munich to Barcelona,Barcelona sign Poland striker Robert Lewandowski from Bayern Munich on a four-year contract worth 50m euros (Â£42.6m).
England v Spain: All you need to know for Euro 2022 quarter-final,England are preparing for their biggest test of Euro 2022 so far when they take on Spain in Wednesday's quarter-final.
World Athletics Championships: Dina Asher-Smith through to 200m final,"Defending champion Dina Asher-Smith reaches the 200m final at the World Athletics Championships, finishing second in her semi-final with a season's-best time of 21.96."
Rugby Union Weekly: Who is in our team of the summer?,Rugby Union Weekly's Chris Jones and Ugo Monye pick their starting XV from the summer Tests.
England vs South Africa: Ben Stokes' ODI career ends on 5,"Ben Stokes falls lbw to Aiden Markram for just five in his final ODI appearance for England, in front of his home crowd at Chester-le-Street, Durham."
"'We can't afford broadband, so run the baby monitor on 4G'",Mother-of-one Niamh Toner tells BBC News how she is coping with the rising cost of living.
What is the UK inflation rate and why is the cost of living rising?,The price of the things we spend our money on is rising at its highest rate for 40 years.
Cost of fuel: Car meets getting too expensive,"Car enthusiasts are used to spending on their motors, but the petrol costs could price some out."
Cost of living: How can I save money on my food shop?,The cost-of-living crisis continues to bite. Here are some things that can reduce the impact.
Euro 2022: Who are the big hitters England need to fear?,"The quarter-finals of Euro 2022 start on Wednesday when England take on Spain, but who poses the biggest challenge to England's campaign for the trophy?"
Euro 2022: Who has qualified for the quarter-finals?,Which nations have joined England in the quarter-finals of Euro 2022?
Euro 2022: Your experiences of the tournament in England,We asked you to send in your experiences of the tournament - and here's some of the memorable moments from fans.
Tory leadership: Sunak and Truss begin pitch to be next PM,The leadership contenders will take part in hustings and debates in a bid to get grassroots support.
Transformational therapy cures haemophilia B,"A patient on the trial says his life now feels ""completely normal"", having grown up fearing getting hurt."
England 2-1 Spain: Lionesses into Euro 2022 semi-finals after dramatic extra-time comeback,England are through to the semi-finals of the European Women's Championship after coming from behind in dramatic fashion to beat pre-tournament favourites Spain in extra time.
Biden unveils $2.3bn plan to fight climate change,"But he stops short of formally declaring a climate emergency, despite pressure from fellow Democrats."
"Teens turning to TikTok and Instagram for news, Ofcom says",A new report from Ofcom has shown young people are turning away from more traditional news outlets.
Baidu unveils new self-driving taxi in China,Baidu says its latest robo-taxi has the road skills of a driver with 20 years' experience.
David Venables jailed for wife's septic tank murder,David Venables killed his wife Brenda 40 years ago and her remains lay undiscovered for decades.
Migrant crisis: Border Force may have made it worse - report,"Its approach was ineffective and possibly counter-productive, a government-commissioned report finds."
Tesla sells most of its Bitcoin holdings,The deal comes as the value of the cryptocurrency has plunged.
Ivana Trump's funeral held in New York City,The funeral of Donald Trump's first wife brings the family together for a rare public reunion.
Iraq accuses Turkey of attack that killed nine in Kurdistan,Most fatalities in the attack near the two countries' border were Iraqi tourists and some were children.
Newtownards air crash: Separate investigations launched after two deaths,The PSNI and air accident investigators are both investigating the crash at Newtownards Airport.
"Love Island receives 3,600 Ofcom complaints in a week",Most of the Ofcom complaints are about alleged misogynistic behaviour by some of the male islanders.
The Papers: 'Advantage Truss' ahead of 'blue on blue dogfight',Liz Truss's position as the favourite in the Tory leadership race and expectations of a fractious campaign lead the papers
Somalia drought: â€˜I remember at least five children diedâ€™,Fardhosa is just 13 years old but has lived through three droughts in her life and never had a proper meal.
UK heatwave: How are homeless people in Ipswich coping?,How have homeless people fared amid the soaring heat and what is being done to support them?
Daisy Edgar-Jones on her Hollywood debut,Normal People star Daisy Edgar-Jones is making her Hollywood debut in Where the Crawdads Sing.
Killed for blasphemy in Nigeria: 'It felt like a spear pierced my heart',Twelve states in Nigeria's north have Islamic courts that view blasphemy as an offence punishable by death.
Germany scrambles for energy with no faith in Russian gas,"Moscow has in effect weaponised gas exports, so Germany is having to restart old coal-fired power stations."
"Pesticide made us sterile, banana workers say",US companies are accused of having used a pesticide in Latin America even though its health risks were known.
The allotment firms helping to trim long waiting lists,"As people have to wait years to get a council allotment, private firms are offering an alternative."
Paraorchestra: 'Headlining Bluedot could be the start of serious change',Paraorchestra say headlining Bluedot festival will be a defining moment for disabled musicians.
Boris Johnsonâ€™s last PMQs marked with banter and â€˜hasta la vistaâ€™ farewell,"The prime minister signs off with typically colourful quips, as MPs heckle and praise the outgoing PM."
Euro 2022: England show credentials after passing true test,England's quarter-final victory over Spain at Euro 2022 has all the classic ingredients of tournament football.
How much nuclear power does the UK use and is it safe?,The government has given the go-ahead for a new Â£20bn nuclear power plant in Sizewell in Suffolk.
Henrik Stenson joins LIV Golf series after being removed as Europe's Ryder Cup captain,Henrik Stenson joins the LIV Golf series following his removal as Europe's Ryder Cup captain.
Euro 2022: England beat Spain to book place in semis - highlights,England book their place in the semi-finals of Euro 2022 thanks to Georgia Stanway's superb extra-time winner against Spain at Brighton's Amex Stadium.
"Transfer rumours: De Jong, Kounde, Antony, Dennis, Reguilon, McNeil","Manchester United target Frenkie de Jong prefers Chelsea or Bayern move, Jules Kounde set for Chelsea switch, Forest eye Emmanuel Dennis, duo in for Dwight McNeil, plus more."
World Athletics Championships: Great Britain's Daniel Rowden & Kyle Langford qualify for men's 800m semi-final,Watch as Great Britain's Daniel Rowden and Kyle Langford both qualify for the men's 800m semi-final at the World Athletics Championships in Oregon.
Tour de France: Tadej Pogacar wins stage 17 but Jonas Vingegaard retains overall lead,Tadej Pogacar edges out Jonas Vingegaard to win stage 17 of the Tour de France but the Dane retains a handsome overall lead.
Adam Peaty set for Commonwealth Games return after recovering from broken foot,Triple Olympic champion Adam Peaty is set to return from a broken foot at next week's Commonwealth Games.
Euro 2022: Uefa reports 290 abusive posts to social media companies following group stage,"Uefa reports 290 cases of online abuse to social media companies, with England among the teams most targeted."
Watch all the angles of Georgia Stanwayâ€™s screamer,Georgia Stanway puts England ahead against Spain with a screamer in their Euro 2022 quarter-final at Brighton's Amex Stadium.
Euro 2022: Leah Williamson never felt England were going out against Spain,England captain Leah Williamson says she never thought they were going to lose to Spain despite needing an 84th-minute equaliser and extra-time winner to reach the Euro 2022 semi-finals.
Euro 2022: What to look out for in the quarter-finals,Are England set for Euro 2022 glory? Who might stop them? And who will finish as top scorer? BBC Sport picks out five things to look out for as the knockout stages begin.
Germany v Austria: Eight-time champions 'won't underestimate' Austria - Popp,"Germany captain Alexandra Popp insists her side will not ""underestimate"" Austria in their Euro 2022 quarter-final at Brentford Community Stadium."
